N,Linear,Sum,Product,Polynom,Polynom Horner,Bubble sort,Quick sort,Tim sort,Matrix product
90,2,2,2,3,5,65,13,13,15307
91,2,2,2,3,5,65,13,13,16054
92,2,2,2,3,5,68,13,13,16434
93,2,2,2,3,5,67,13,13,16805
94,2,2,2,3,5,69,13,13,21105
95,2,2,3,4,8,75,17,21,20853
96,4,4,2,4,5,76,15,14,20215
97,2,2,2,3,5,88,14,13,20940
98,2,3,3,4,6,82,16,16,21431
99,2,2,2,4,6,77,15,14,21194
100,2,3,3,4,6,84,15,15,23682
101,2,3,3,5,6,94,17,17,26625
102,2,3,3,4,6,88,16,16,24485
103,2,3,3,4,6,91,16,16,25072
104,2,3,3,4,6,90,16,16,25460
105,2,3,3,4,6,91,17,17,26281
106,2,3,3,4,6,92,16,16,26701
107,2,3,3,4,6,95,16,16,27459
108,2,3,3,4,6,95,17,16,28116
109,2,3,3,6,6,97,17,17,28559
110,2,3,3,4,6,100,17,17,28520
111,2,3,3,4,6,101,17,17,29239
112,2,3,3,4,6,103,17,17,30259
113,2,3,3,4,6,98,16,16,30335
114,2,3,3,4,6,101,17,17,31314
115,2,3,3,4,6,102,17,18,32220
116,2,3,3,4,6,104,17,18,33301
117,2,3,3,4,7,112,18,18,35462
118,2,3,3,4,7,110,18,18,35525
119,2,3,3,4,6,112,18,18,36284
120,2,3,3,4,6,114,17,19,37270
121,2,3,3,4,6,115,18,19,38684
122,2,3,3,5,7,126,20,20,41052
123,3,3,3,5,6,123,19,20,40795
124,2,3,3,4,6,120,18,20,41209
125,2,3,3,4,7,123,19,20,41929
126,2,3,3,4,7,125,19,20,43527
127,2,3,3,4,7,126,19,20,44238
128,3,3,3,4,7,129,19,20,45488
129,2,3,4,5,7,135,20,24,48163
130,2,3,3,5,7,139,20,24,49198
131,2,4,3,5,7,141,21,24,50226
132,3,3,3,5,8,142,21,24,51334
133,3,3,3,5,7,143,21,24,52235
134,2,3,4,5,7,144,20,24,50577
135,2,3,3,5,7,140,20,23,51889
136,2,3,3,5,7,142,20,23,53507
137,3,3,3,5,8,153,21,25,56205
138,2,3,3,5,7,150,21,23,56657
139,2,4,3,5,8,151,21,24,58081
140,3,4,3,5,7,154,21,24,59451
141,3,4,3,5,8,158,21,24,60566
142,3,3,3,5,8,157,22,24,61259
143,3,3,3,5,7,161,21,24,63164
144,2,3,3,5,7,168,21,24,63420
145,3,3,3,5,7,163,22,25,66637
146,3,4,4,5,8,174,23,26,69038
147,4,4,4,6,9,184,25,28,72671
148,3,4,3,5,8,173,24,24,70785
149,3,4,3,5,8,175,23,25,74562
150,3,4,4,6,8,184,24,26,73166
151,3,4,3,5,8,173,23,24,
152,3,4,3,5,8,178,23,25,
153,3,4,3,5,8,182,23,24,
154,3,4,4,5,8,183,24,25,
155,3,4,3,5,8,186,23,25,
156,5,5,4,6,8,187,24,26,
157,3,4,4,5,8,189,24,25,
158,3,4,4,5,8,192,24,26,
159,3,4,4,6,8,196,24,26,
160,3,4,4,6,8,197,25,27,
161,3,4,4,5,8,201,24,26,
162,3,4,4,5,8,203,25,26,
163,3,4,4,5,9,206,25,26,
164,3,4,4,6,8,207,25,27,
165,3,4,4,6,8,210,25,27,
166,3,4,4,6,9,213,26,27,
167,3,4,4,6,8,213,26,27,
168,3,4,4,6,9,223,28,28,
169,3,4,4,6,9,232,28,29,
170,3,4,4,6,9,234,28,29,
171,3,4,4,6,9,236,28,30,
172,3,4,4,6,9,241,29,30,
173,3,5,4,6,9,245,28,30,
174,4,5,4,7,9,243,29,31,
175,3,4,4,7,10,253,28,31,
176,3,4,4,6,10,255,29,31,
177,4,5,4,7,10,267,30,31,
178,3,4,4,6,10,264,29,32,
179,3,5,5,7,10,263,30,31,
180,3,5,4,6,10,264,30,32,
181,3,5,4,7,10,269,30,32,
182,3,5,4,7,10,273,31,32,
183,4,5,5,7,10,277,30,33,
184,4,5,5,7,10,281,30,33,
185,4,5,4,7,10,282,31,34,
186,4,5,4,7,11,295,31,37,
187,4,5,4,7,10,289,31,34,
188,4,5,4,7,11,290,31,34,
189,4,5,5,7,11,292,31,34,
190,4,5,5,7,10,295,31,35,
191,4,5,5,7,10,298,32,35,
192,4,5,5,7,11,304,32,35,
193,4,5,5,7,10,306,33,37,
194,4,5,5,7,11,308,34,38,
195,4,8,5,7,11,312,33,37,
196,4,5,5,7,10,316,34,37,
197,4,5,5,7,11,321,33,37,
198,4,5,5,7,11,325,33,38,
199,4,5,5,7,11,326,34,37,
200,4,5,5,7,11,329,34,38,
201,4,5,5,7,11,331,33,39,
202,4,5,5,7,11,338,35,44,
203,4,5,5,8,11,339,34,38,
204,4,5,5,7,11,339,34,38,
205,4,5,5,7,11,345,36,38,
206,4,5,5,8,11,350,35,40,
207,4,5,5,8,11,353,35,38,
208,4,5,5,8,11,354,36,40,
209,4,5,5,8,11,359,37,40,
210,4,5,5,8,11,378,36,39,
211,4,5,5,7,11,368,35,40,
212,4,6,5,8,12,371,37,39,
213,4,5,5,8,11,375,35,40,
214,4,5,5,8,11,378,37,42,
215,4,5,5,8,12,392,38,41,
216,4,6,6,8,13,397,38,41,
217,4,6,5,8,12,402,38,41,
218,4,6,5,8,12,398,38,40,
219,4,6,6,8,12,400,38,41,
220,4,6,5,8,12,400,39,41,
221,4,5,6,8,12,405,39,40,
222,5,6,5,8,12,405,38,41,
223,4,5,5,8,12,409,38,43,
224,4,8,5,8,12,415,39,42,
225,4,6,5,8,12,421,39,41,
226,4,6,6,8,12,421,40,42,
227,4,6,6,8,12,429,38,41,
228,4,6,5,8,12,428,39,41,
229,4,6,5,8,12,433,39,42,
230,4,6,6,8,12,445,41,43,
231,4,6,6,8,12,442,40,43,
232,4,6,6,8,12,444,40,43,
233,4,6,6,8,12,450,40,43,
234,5,6,6,8,13,456,40,43,
235,5,6,6,8,13,459,40,44,
236,5,6,6,8,13,465,48,46,
237,4,6,6,8,12,465,40,44,
238,4,6,6,8,12,470,42,44,
239,5,6,6,9,13,470,40,44,
240,4,6,6,9,13,483,42,45,
241,5,6,6,9,13,481,41,45,
242,4,6,6,9,13,487,48,46,
243,5,7,6,9,13,492,43,45,
244,5,6,6,9,13,496,43,46,
245,5,6,6,9,13,497,42,47,
246,5,6,6,9,13,502,43,46,
247,5,6,6,9,13,510,42,47,
248,5,6,6,9,13,524,43,48,
249,5,6,6,9,13,518,43,47,
250,5,6,6,9,13,519,43,48,
251,5,6,6,9,13,512,42,47,
252,5,6,6,9,13,531,44,48,
253,5,7,6,9,14,551,46,50,
254,9,7,6,9,13,541,45,50,
255,5,6,6,9,14,541,45,49,
256,5,6,6,9,14,546,44,50,
257,5,6,6,9,14,549,45,54,
258,5,6,6,9,14,552,44,54,
259,5,7,6,9,14,569,45,55,
260,5,6,6,9,14,564,46,56,
261,5,7,6,9,14,566,46,54,
262,5,7,7,9,14,568,41,50,
263,4,6,6,9,13,559,45,55,
264,5,6,6,10,14,588,46,57,
265,5,7,7,9,14,585,46,55,
266,5,7,7,9,14,587,47,56,
267,5,7,6,9,14,590,46,56,
268,5,7,6,9,14,594,47,55,
269,5,7,7,9,14,610,47,54,
270,5,7,7,10,14,601,47,56,
271,5,7,7,9,14,608,47,55,
272,5,7,6,10,14,616,47,56,
273,5,7,6,10,15,615,48,55,
274,5,7,7,10,15,638,49,56,
275,5,7,6,10,14,625,49,56,
276,5,7,7,10,15,625,48,56,
277,5,7,7,10,15,632,49,56,
278,5,7,7,10,15,640,49,57,
279,5,7,11,10,14,649,49,56,
280,6,7,7,10,15,648,48,57,
281,5,7,7,10,15,653,49,56,
282,5,7,7,10,15,656,50,57,
283,5,7,7,10,15,675,49,59,
284,5,7,7,10,15,673,50,57,
285,5,7,7,10,16,669,50,58,
286,5,7,7,10,15,675,50,57,
287,5,7,7,10,15,680,50,58,
288,5,7,7,10,16,696,51,58,
289,5,7,7,10,15,694,51,58,
290,5,7,7,11,15,691,51,58,
291,5,7,7,10,15,698,51,58,
292,5,7,7,10,16,718,53,59,
293,5,7,7,10,16,714,52,58,
294,5,7,7,10,16,715,51,58,
295,5,7,7,11,15,716,51,60,
296,5,7,7,10,15,724,52,59,
297,8,8,7,11,15,729,52,59,
298,6,7,7,11,16,736,53,59,
299,6,7,7,10,16,732,53,60,
300,5,7,7,11,16,738,53,60,
301,5,8,7,11,16,759,53,61,
302,5,7,7,11,16,752,53,60,
303,5,7,7,11,16,753,55,60,
304,6,8,7,11,16,762,54,61,
305,6,7,7,11,16,784,55,62,
306,6,8,7,11,16,775,54,61,
307,6,7,7,11,16,780,55,62,
308,6,8,7,11,16,785,55,62,
309,6,7,7,11,16,805,55,62,
310,6,8,8,11,16,793,55,63,
311,6,8,7,11,16,798,55,62,
312,6,8,7,11,17,802,55,63,
313,6,8,8,11,17,818,55,64,
314,6,8,7,11,18,817,56,63,
315,6,8,8,11,16,817,56,65,
316,6,8,8,11,17,820,55,64,
317,6,9,10,11,16,835,56,65,
318,6,8,7,11,17,831,56,65,
319,6,8,8,11,17,841,57,64,
320,6,8,8,11,17,847,67,68,
321,6,8,8,11,17,854,58,68,
322,6,8,8,11,17,854,57,67,
323,6,8,8,11,17,861,57,66,
324,6,8,8,11,17,879,58,68,
325,6,8,8,11,17,870,58,67,
326,6,8,8,11,18,880,60,67,
327,6,8,8,12,18,877,59,67,
328,6,8,8,11,17,901,58,67,
329,6,8,8,11,18,889,59,67,
330,6,8,8,12,17,894,59,67,
331,6,8,8,11,17,899,67,67,
332,6,8,8,11,17,925,62,71,
333,6,8,8,12,18,935,61,68,
334,6,8,8,12,18,932,59,69,
335,6,8,8,12,18,944,61,69,
336,6,8,8,12,18,930,60,68,
337,6,8,8,12,17,941,60,69,
338,6,8,8,12,18,951,62,70,
339,6,8,8,12,18,947,61,70,
340,6,8,8,12,18,954,61,69,
341,6,8,8,12,18,959,62,69,
342,6,8,8,13,18,978,62,69,
343,6,8,8,13,18,964,62,70,
344,6,9,8,12,19,972,62,69,
345,6,8,8,12,18,990,63,69,
346,6,9,8,12,18,979,63,70,
347,6,8,8,12,18,1012,62,70,
348,6,9,8,12,18,1005,63,73,
349,6,9,8,12,18,1009,63,71,
350,7,8,8,12,18,1012,63,71,
351,6,8,8,12,19,1015,63,73,
352,7,9,9,13,22,1030,64,71,
353,6,9,9,12,18,1035,65,72,
354,7,9,9,13,19,1037,65,72,
355,7,9,8,13,19,1055,63,72,
356,6,9,9,12,21,1056,64,72,
357,6,9,9,13,19,1057,65,72,
358,7,8,9,13,19,1069,65,74,
359,7,9,9,13,19,1066,65,73,
360,6,9,8,13,19,1074,65,72,
361,6,9,9,12,19,1088,65,73,
362,7,9,9,12,19,1078,65,74,
363,6,9,9,13,20,1081,66,73,
364,6,9,9,13,19,1102,67,76,
365,7,9,9,13,19,1105,66,75,
366,6,9,9,13,19,1102,66,74,
367,7,9,8,13,20,1121,67,75,
368,7,9,9,13,19,1124,67,75,
369,6,9,9,13,19,1127,68,76,
370,7,9,9,13,20,1105,63,71,
371,6,8,8,12,18,1085,64,74,
372,6,9,8,12,18,1099,65,73,
373,7,9,8,13,18,1112,66,74,
374,6,9,8,13,19,1109,66,74,
375,6,9,9,13,19,1117,65,74,
376,6,9,9,13,19,1140,65,75,
377,7,9,8,13,19,1129,66,74,
378,7,9,9,13,19,1135,67,75,
379,7,9,9,13,19,1151,68,75,
380,6,9,9,13,19,1150,67,76,
381,7,9,9,13,19,1153,68,76,
382,7,9,9,13,19,1172,68,76,
383,7,9,9,13,19,1168,67,76,
384,7,9,9,13,19,1170,68,77,
385,7,9,9,13,19,1194,68,81,
386,7,9,9,13,19,1187,67,79,
387,7,9,9,13,19,1189,68,80,
388,7,9,9,13,19,1217,68,81,
389,7,9,9,13,20,1205,69,80,
390,7,9,9,13,20,1209,69,79,
391,7,9,9,13,19,1251,73,85,
392,9,12,10,17,25,1396,82,99,
393,9,11,16,15,23,1416,84,97,
394,7,13,10,23,21,1423,81,97,
395,10,12,13,16,24,1419,80,102,
396,8,11,15,16,27,1403,84,88,
397,9,10,10,15,25,1398,83,97,
398,7,10,10,22,23,1409,81,91,
399,8,10,14,15,21,1412,79,92,
400,9,13,10,19,21,1435,83,87,
401,7,15,11,17,23,1433,82,88,
402,7,11,13,14,27,1437,78,81,
403,13,9,9,14,21,1430,86,88,
404,11,14,10,19,22,1432,86,93,
405,8,11,10,15,27,1444,88,88,
406,8,12,12,15,25,1454,78,92,
407,9,10,15,14,22,1462,84,92,
408,8,10,13,15,22,1470,85,94,
409,12,11,10,15,25,1352,74,95,
410,9,9,10,14,25,1406,80,86,
411,7,15,10,14,21,1428,74,86,
412,16,9,10,15,21,1430,84,80,
413,7,14,10,14,22,1498,86,90,
414,8,16,10,15,24,1509,87,101,
415,11,10,11,16,22,1514,90,91,
416,8,10,10,15,26,1530,80,90,
417,8,11,12,15,23,1534,80,89,
418,9,12,10,15,22,1530,80,91,
419,10,11,10,15,23,1541,91,91,
420,8,11,11,15,25,1543,80,90,
421,8,16,11,15,22,1553,80,101,
422,9,10,10,15,22,1544,81,103,
423,8,11,11,16,23,1550,81,91,
424,9,11,11,21,24,1554,94,91,
425,8,10,10,15,22,1570,83,92,
426,8,11,10,15,25,1579,92,95,
427,8,11,11,15,23,1568,91,94,
428,8,11,11,15,22,1593,80,92,
429,8,11,10,16,23,1572,82,92,
430,7,11,10,15,30,1568,82,93,
431,8,11,10,15,23,1591,82,92,
432,8,11,10,15,24,1600,84,93,
433,8,11,10,16,28,1599,83,94,
434,15,11,11,16,24,1596,83,94,
435,8,11,11,18,27,1614,82,94,
436,8,11,11,16,23,1613,83,95,
437,8,11,11,16,24,1632,84,96,
438,8,11,11,16,24,1699,94,99,
439,8,15,12,16,24,1745,89,112,
440,9,12,11,18,25,1786,93,104,
441,9,12,12,18,25,1696,85,98,
442,9,11,11,17,24,1703,86,99,
443,9,11,11,16,24,1671,85,95,
444,8,11,10,17,23,1696,85,97,
445,8,11,11,16,24,1700,85,96,
446,8,11,11,16,24,1693,86,97,
447,8,11,11,16,24,1704,86,97,
448,8,11,11,16,24,1706,85,98,
449,8,11,11,16,23,1711,87,98,
450,8,11,11,16,24,1711,87,99,
451,8,11,11,16,24,1730,86,100,
452,8,11,11,16,22,1721,85,100,
453,8,11,11,15,23,1730,86,100,
454,8,11,11,16,24,1720,89,102,
455,9,12,11,17,25,1980,106,106,
456,9,12,11,17,26,1808,87,102,
457,9,11,11,17,25,1779,88,101,
458,9,13,12,20,25,1797,88,101,
459,8,11,11,16,24,1831,89,102,
460,9,11,12,16,24,1821,88,101,
461,8,11,11,17,25,1845,90,102,
462,8,12,11,17,25,1834,89,102,
463,8,12,11,17,24,1891,92,101,
464,8,11,10,16,31,1917,94,116,
465,9,12,17,20,27,2008,96,110,
466,9,14,13,19,27,2079,105,128,
467,12,15,13,25,31,2010,99,111,
468,9,13,12,18,27,2062,101,113,
469,9,13,12,19,28,1999,94,107,
470,9,12,12,17,26,2088,98,116,
471,14,15,14,22,34,2120,92,103,
472,9,12,12,17,25,1863,95,101,
473,8,11,11,17,25,1852,89,100,
474,8,12,11,16,25,1864,89,101,
475,8,12,11,16,24,1866,89,103,
476,9,11,11,17,25,1899,89,102,
477,9,12,12,17,25,1879,91,103,
478,9,12,11,17,25,1900,89,102,
479,9,11,11,17,25,1869,86,98,
480,9,11,11,16,24,1857,88,100,
481,8,12,11,16,24,1868,87,100,
482,8,12,11,17,24,1901,87,103,
483,9,11,11,16,24,1886,87,101,
484,9,11,11,16,25,1914,90,101,
485,8,11,11,16,25,1902,89,102,
486,8,11,11,16,25,1939,88,103,
487,8,11,11,16,25,1918,90,102,
488,8,12,15,16,25,1916,89,103,
489,8,12,11,17,25,1922,90,109,
490,9,12,11,16,25,1927,89,102,
491,8,12,12,16,25,1935,91,103,
492,8,12,11,17,25,1943,89,103,
493,9,12,12,17,25,1967,90,103,
494,9,12,11,17,25,1957,91,104,
495,8,12,11,17,25,1974,91,102,
496,8,12,11,17,25,1968,91,102,
497,8,11,11,16,25,1991,91,103,
498,8,12,12,17,25,1981,91,103,
499,8,11,12,17,25,1999,91,103,
500,8,12,11,17,25,1998,91,103,
501,8,12,11,17,25,2012,92,104,
502,9,12,12,17,25,2022,93,116,
503,9,12,11,17,26,2035,92,105,
504,9,12,12,17,25,2059,93,106,
505,9,12,11,17,25,2048,93,105,
506,9,12,11,17,25,2062,92,105,
507,9,13,12,17,25,2056,93,106,
508,9,12,12,17,25,2077,93,106,
509,9,12,12,17,26,2067,93,106,
510,9,12,12,18,26,2088,94,106,
511,9,12,11,18,25,2079,99,106,
512,9,12,12,18,27,2197,99,115,
513,9,13,12,18,27,2239,98,123,
514,9,13,12,19,27,2217,101,122,
515,9,12,12,18,27,2248,101,123,
516,9,13,12,18,27,2246,102,124,
517,9,13,12,18,28,2237,99,121,
518,9,12,11,16,25,2114,94,116,
519,9,12,12,18,25,2141,94,115,
520,9,12,12,17,25,2174,95,116,
521,9,12,12,17,26,2160,94,118,
522,13,12,11,17,26,2166,96,116,
523,9,12,12,17,26,2197,97,117,
524,9,12,12,17,26,2188,96,116,
525,9,12,12,18,26,2214,96,116,
526,9,12,12,18,26,2207,97,117,
527,9,12,14,17,26,2214,97,118,
528,9,12,12,17,26,2243,97,117,
529,9,12,12,18,26,2234,97,117,
530,9,13,12,18,27,2249,95,118,
531,9,13,12,18,27,2254,97,118,
532,9,12,16,18,28,2269,97,117,
533,10,12,12,18,26,2278,97,119,
534,9,12,12,18,26,2274,99,117,
535,9,12,12,18,26,2301,98,118,
536,10,13,12,18,26,2288,105,120,
537,10,13,12,17,27,2297,98,119,
538,9,13,12,18,27,2321,100,118,
539,9,13,12,18,27,2323,99,120,
540,9,13,12,18,28,2342,100,119,
541,9,12,12,18,27,2360,100,119,
542,9,12,12,18,27,2348,100,119,
543,9,13,12,18,27,2369,101,119,
544,9,12,12,18,27,2370,103,130,
545,9,13,12,18,28,2372,100,120,
546,9,13,12,18,27,2389,100,119,
547,9,13,12,18,27,2393,100,121,
548,9,13,13,22,27,2398,102,119,
549,9,12,12,19,27,2438,102,121,
550,10,13,13,18,27,2422,103,120,
551,9,13,13,19,28,2433,101,121,
552,9,12,13,19,28,2514,108,128,
553,10,14,13,20,29,2561,108,128,
554,10,13,13,20,29,2597,106,127,
555,10,14,14,20,29,2592,107,129,
556,10,13,13,20,29,2591,109,128,
557,10,13,13,23,30,2608,108,128,
558,10,14,13,20,29,2634,108,128,
559,10,14,13,20,29,2615,112,133,
560,10,14,13,20,29,2616,108,130,
561,11,14,13,20,29,2635,109,131,
562,10,14,13,19,29,2666,108,130,
563,10,14,13,20,29,2560,103,121,
564,10,13,13,18,27,2534,102,123,
565,10,13,12,19,28,2543,105,123,
566,9,13,13,19,28,2544,104,124,
567,10,13,13,19,28,2568,104,124,
568,10,13,13,18,28,2568,106,125,
569,10,13,13,19,28,2570,106,124,
570,10,13,13,19,28,2584,104,125,
571,10,13,13,19,28,2608,107,125,
572,9,13,13,19,28,2597,106,125,
573,10,13,13,19,29,2628,107,126,
574,10,14,13,19,28,2634,106,126,
575,10,13,13,19,28,2629,105,127,
576,10,13,17,19,29,2641,107,127,
577,10,13,13,19,28,2664,107,128,
578,10,13,13,19,28,2659,112,129,
579,10,13,13,19,28,2659,107,128,
580,10,13,13,19,29,2678,108,128,
581,10,13,13,19,29,2695,107,128,
582,10,13,13,20,28,2689,110,127,
583,10,13,13,19,29,2738,108,129,
584,10,14,13,20,29,2718,109,130,
585,10,13,13,19,29,2718,110,143,
586,10,13,13,20,29,2734,108,129,
587,10,13,13,20,29,2761,109,129,
588,10,13,13,19,29,2772,109,129,
589,10,13,13,20,29,2766,110,130,
590,10,13,14,20,33,2784,110,130,
591,10,13,13,19,29,2793,109,129,
592,10,14,13,20,29,2804,111,130,
593,10,14,13,20,29,2802,110,131,
594,10,14,13,20,30,2805,110,130,
595,10,14,13,19,29,2833,109,130,
596,10,14,13,20,29,2835,119,130,
597,10,13,13,20,30,2825,111,131,
598,10,14,14,20,29,2841,112,131,
599,10,14,13,20,29,2859,110,131,
600,11,14,13,20,30,2850,113,136,
601,10,14,14,20,30,2880,111,131,
602,10,14,14,20,30,2903,113,130,
603,11,13,14,20,30,3021,118,140,
604,11,15,14,21,31,3088,122,140,
605,11,15,14,21,31,3072,118,138,
606,11,15,15,22,38,3078,118,140,
607,11,15,15,21,32,2908,113,131,
608,10,14,13,20,30,2942,113,131,
609,10,14,14,20,30,2948,115,133,
610,14,14,14,20,30,2947,113,133,
611,10,14,13,20,30,2954,113,133,
612,10,15,13,20,30,2981,114,134,
613,11,14,14,21,30,2987,116,132,
614,10,14,14,20,30,2994,115,135,
615,11,15,14,21,30,3018,116,133,
616,11,14,14,21,30,3031,115,134,
617,10,14,14,20,31,3038,115,133,
618,10,14,14,21,30,3037,115,135,
619,11,17,14,21,30,3038,116,135,
620,11,15,14,20,30,3074,115,135,
621,10,14,14,20,30,3082,115,135,
622,10,14,14,21,30,3114,117,135,
623,11,14,14,21,31,3093,117,135,
624,11,15,14,30,31,3151,119,135,
625,11,14,15,21,31,3134,117,136,
626,10,14,14,21,30,3133,117,137,
627,10,15,14,21,31,3142,117,136,
628,11,14,14,21,31,3140,118,144,
629,11,15,14,21,30,3146,118,137,
630,11,15,14,21,31,3173,117,137,
631,11,15,14,21,31,3162,116,137,
632,10,15,14,21,31,3192,117,138,
633,11,14,14,21,31,3197,119,138,
634,11,14,15,21,31,3208,119,138,
635,11,15,14,21,39,3216,119,139,
636,11,15,14,21,32,3244,118,140,
637,11,15,14,21,31,3242,120,139,
638,11,15,15,21,31,3243,118,140,
639,11,15,14,21,31,3231,129,140,
640,11,15,14,21,31,3257,118,140,
641,11,14,14,22,31,3260,119,142,
642,11,14,14,21,32,3297,121,143,
643,11,15,15,21,31,3308,120,143,
644,11,15,15,22,32,3321,120,142,
645,11,15,14,22,31,3319,123,144,
646,11,15,14,22,32,3326,120,144,
647,11,17,15,22,32,3338,122,144,
648,11,15,15,21,31,3362,121,143,
649,11,15,15,21,32,3364,120,144,
650,11,15,15,22,31,3382,121,143,
651,11,15,14,22,32,3385,123,144,
652,11,15,15,22,32,3382,125,144,
653,11,15,14,22,32,3392,122,159,
654,11,16,15,22,32,3392,123,144,
655,11,15,14,21,32,3412,123,145,
656,11,15,14,22,33,3433,124,144,
657,11,15,15,22,32,3508,130,151,
658,12,16,15,23,34,3627,131,153,
659,12,17,15,23,34,3646,131,154,
660,12,16,16,23,34,3655,131,153,
661,12,16,15,23,34,3659,131,153,
662,12,16,15,23,34,3675,130,155,
663,12,17,15,23,34,3685,133,155,
664,12,16,16,24,34,3681,142,158,
665,12,17,16,23,34,3691,132,160,
666,12,17,16,23,34,3697,132,153,
667,12,16,16,25,43,3705,132,153,
668,12,16,16,23,35,3739,131,153,
669,12,16,16,24,35,3751,132,153,
670,12,16,16,23,35,3757,131,154,
671,12,17,16,23,35,3782,132,154,
672,12,16,16,23,35,3769,132,153,
673,12,16,16,24,35,3790,131,153,
674,12,16,16,24,35,3821,134,157,
675,12,17,16,23,36,3704,125,144,
676,11,15,15,22,33,3599,124,147,
677,11,16,15,22,33,3615,125,148,
678,11,15,16,22,33,3627,126,147,
679,11,16,16,22,33,3648,126,148,
680,11,15,15,22,33,3643,127,150,
681,12,15,15,22,33,3657,130,179,
682,12,17,16,23,36,3946,130,157,
683,12,17,17,24,36,4013,143,186,
684,13,17,17,25,37,4094,146,163,
685,12,16,17,24,36,3938,140,159,
686,12,17,16,23,36,4025,142,163,
687,13,17,17,25,37,4049,137,157,
688,12,17,16,24,36,4013,135,157,
689,12,16,16,25,36,4040,138,159,
690,12,17,16,24,36,4053,138,161,
691,12,17,16,24,36,4001,134,157,
692,12,16,16,23,35,4033,135,157,
693,12,17,17,25,35,4217,144,165,
694,13,18,17,25,38,4242,149,175,
695,14,18,18,26,38,4191,128,152,
696,12,16,16,24,34,3913,134,154,
697,12,16,16,23,35,3932,133,154,
698,12,17,15,24,35,3940,134,155,
699,12,16,16,24,35,3964,135,155,
