N,Linear,Sum,Product,Polynom,Polynom Horner,Bubble sort,Quick sort,Tim sort,Matrix product
700,12,12,12,19,30,3811,128,154,
701,12,12,12,19,29,3821,127,155,
702,12,12,12,19,30,3823,127,154,
703,12,12,12,19,30,3827,127,155,
704,13,12,12,19,30,3859,127,156,
705,13,12,12,19,30,3849,127,157,
706,13,12,12,19,30,3854,127,158,
707,13,12,12,19,30,3866,127,157,
708,13,13,12,18,30,3870,129,155,
709,13,12,12,20,30,4005,129,158,
710,13,12,12,19,30,3928,130,158,
711,13,12,12,19,31,3931,129,159,
712,13,12,12,19,31,3955,129,159,
713,13,12,12,19,31,3944,131,157,
714,13,12,12,19,30,3956,130,159,
715,13,12,12,19,31,3987,129,158,
716,13,12,12,20,31,4005,131,159,
717,13,12,12,20,31,4020,130,159,
718,13,13,12,19,31,4019,131,160,
719,13,12,12,20,31,4095,134,158,
720,13,12,12,20,31,4054,132,161,
721,13,12,12,20,31,4072,130,160,
722,14,12,12,20,31,4071,131,161,
723,12,12,12,20,31,4077,132,160,
724,13,12,12,20,32,4075,130,158,
725,13,12,12,20,30,4104,131,160,
726,13,12,12,20,31,4102,133,161,
727,13,13,12,20,30,4104,133,161,
728,13,12,13,20,31,4119,133,161,
729,13,13,12,20,31,4127,133,161,
730,13,12,13,20,31,4131,133,163,
731,14,12,12,20,31,4156,132,162,
732,13,13,12,20,31,4167,132,162,
733,13,13,13,20,31,4172,133,161,
734,13,13,13,21,31,4191,132,162,
735,13,12,12,20,31,4205,135,162,
736,13,12,12,20,31,4216,134,163,
737,13,12,13,20,32,4240,135,163,
738,13,12,12,20,32,4253,134,163,
739,13,13,13,21,31,4286,137,164,
740,13,13,13,20,32,4271,135,163,
741,13,13,13,20,32,4279,135,163,
742,14,13,13,21,32,4274,135,164,
743,13,13,13,21,31,4241,135,161,
744,13,12,13,20,31,4273,135,160,
745,13,13,13,20,31,4288,134,162,
746,13,12,13,20,31,4300,136,158,
747,13,13,12,21,31,4300,134,163,
748,13,13,13,20,31,4324,136,161,
749,13,13,13,20,31,4329,137,163,
750,13,13,13,20,32,4337,136,162,
751,14,13,12,20,31,4343,134,162,
752,13,12,12,20,32,4349,135,164,
753,13,13,12,20,31,4368,137,164,
754,14,12,12,20,32,4385,136,164,
755,14,13,12,20,31,4387,139,164,
756,14,13,12,20,32,4426,138,166,
757,14,13,13,20,32,4431,138,166,
758,14,13,13,20,32,4447,139,165,
759,14,13,13,20,32,4451,138,165,
760,14,13,13,20,32,4467,139,166,
761,13,13,13,21,32,4585,145,175,
762,14,13,13,22,34,4721,144,176,
763,15,13,13,21,34,4740,147,176,
764,14,14,13,22,34,4741,146,176,
765,14,14,13,22,34,4763,146,177,
766,14,14,13,21,34,4769,148,177,
767,14,13,14,21,34,4814,147,177,
768,14,14,14,22,34,4804,146,177,
769,15,14,14,22,34,4945,150,183,
770,14,14,14,22,34,4831,147,182,
771,15,14,16,22,35,4863,148,182,
772,15,14,13,22,34,4862,147,184,
773,15,14,14,22,34,4882,148,182,
774,15,14,13,22,34,4895,149,183,
775,15,14,14,22,34,4894,149,183,
776,15,14,14,22,34,4877,150,183,
777,15,14,14,22,35,4912,150,184,
778,14,14,14,22,35,4921,151,183,
779,15,14,13,22,35,4925,150,184,
780,15,14,14,22,35,4930,149,184,
781,15,14,14,22,35,4934,148,183,
782,14,14,14,22,34,4750,142,173,
783,14,13,13,21,33,4711,143,173,
784,14,13,13,21,33,4732,142,173,
785,14,13,13,21,33,4749,144,173,
786,14,13,13,21,33,4749,144,174,
787,14,13,13,21,33,4777,142,175,
788,14,13,14,22,33,4766,143,174,
789,14,13,13,21,33,4801,144,174,
790,14,14,13,21,33,4796,143,175,
791,15,13,13,21,33,4829,144,175,
792,14,14,13,21,33,4830,145,175,
793,14,14,13,21,33,4848,145,175,
794,14,14,13,21,33,4880,146,175,
795,14,13,13,21,33,4875,145,177,
796,14,14,13,21,33,4894,146,176,
797,14,13,13,21,33,4921,145,177,
798,14,14,14,22,34,4927,145,176,
799,14,14,13,21,33,4923,146,176,
800,14,14,13,21,33,4949,147,177,
801,14,14,13,21,33,4953,146,176,
802,14,13,13,21,33,4950,145,177,
803,15,13,13,21,34,4973,147,177,
804,14,14,14,21,34,4984,147,178,
805,14,14,13,21,34,5002,148,177,
806,14,13,14,22,34,5021,149,179,
807,14,14,14,22,34,5047,148,180,
808,14,14,14,21,34,5054,148,180,
809,14,14,14,22,34,5059,147,178,
810,14,14,13,22,34,5053,148,179,
811,15,14,14,22,34,5084,148,179,
812,15,14,14,21,34,5107,150,180,
813,15,14,14,22,34,5118,149,183,
814,14,14,14,22,34,5134,151,181,
815,15,14,14,22,34,5150,149,182,
816,15,14,14,22,34,5136,150,180,
817,15,14,14,22,34,5165,150,181,
818,14,14,14,22,34,5164,151,180,
819,15,14,14,22,34,5173,152,181,
820,15,14,14,22,34,5213,153,184,
821,15,14,14,22,34,5208,152,182,
822,14,14,14,22,34,5462,160,192,
823,15,15,15,23,37,5521,159,193,
824,15,15,15,23,37,5504,158,193,
825,15,15,14,23,37,5524,159,193,
826,15,14,15,23,37,5540,162,195,
827,16,15,14,24,37,5576,162,194,
828,16,15,15,23,37,5565,160,194,
829,16,15,15,24,37,5599,163,195,
830,16,15,15,24,37,5595,161,195,
831,15,15,15,23,37,5592,161,195,
832,15,15,15,23,37,5623,159,196,
833,15,15,15,23,37,5727,161,197,
834,16,15,15,23,37,5660,161,197,
835,16,15,14,23,37,5644,161,199,
836,16,15,15,24,37,5652,162,196,
837,16,15,15,23,37,5668,162,198,
838,15,15,15,23,38,5670,161,198,
839,16,15,15,24,37,5660,164,198,
840,16,15,15,24,37,5697,163,198,
841,16,15,15,24,37,5724,163,199,
842,16,15,15,24,37,5761,164,197,
843,15,15,15,24,38,5753,164,199,
844,16,15,15,24,38,5778,161,199,
845,16,15,15,24,38,5798,162,198,
846,16,15,15,24,38,5828,164,199,
847,16,15,15,24,38,5819,163,198,
848,16,15,15,24,38,6220,165,198,
849,16,15,15,24,38,5917,163,199,
850,16,15,15,24,38,5855,165,198,
851,16,15,15,24,38,5877,164,200,
852,16,15,15,24,38,5884,167,200,
853,16,15,15,24,38,5898,167,200,
854,16,15,15,24,38,5920,166,200,
855,16,15,15,24,38,5942,166,202,
856,16,15,15,24,37,5952,165,200,
857,16,15,15,24,39,5704,157,191,
858,15,15,15,23,36,5683,157,192,
859,15,15,14,23,36,5723,159,192,
860,15,15,14,23,36,5716,159,190,
861,15,14,14,23,36,5720,160,192,
862,15,15,14,23,36,5733,160,192,
863,15,15,14,23,36,5755,160,192,
864,15,15,14,23,36,5774,161,192,
865,16,14,15,23,36,5789,160,193,
866,15,14,15,24,37,5806,161,193,
867,15,15,15,23,37,5828,159,193,
868,15,15,14,22,36,5845,161,196,
869,16,15,17,24,38,5879,161,195,
870,16,15,15,24,37,5918,163,196,
871,16,15,15,24,37,5901,162,196,
872,16,15,15,24,38,5929,162,196,
873,16,15,14,24,36,5993,170,204,
874,16,15,15,25,39,6228,172,206,
875,17,16,15,24,39,6228,171,206,
876,16,15,15,25,39,6273,172,207,
877,16,16,15,24,39,6273,172,206,
878,16,16,16,25,39,6268,171,207,
879,17,16,16,25,39,6282,172,207,
880,17,15,15,25,39,6301,173,206,
881,17,16,16,25,39,6317,174,206,
882,17,16,16,25,39,6293,170,207,
883,16,16,15,25,39,6316,174,207,
884,17,16,16,25,39,6345,171,208,
885,16,16,16,25,39,6337,173,207,
886,17,16,16,25,39,6353,173,207,
887,16,16,15,25,39,6395,172,209,
888,17,16,16,25,39,6363,173,210,
889,17,16,15,25,40,6395,173,210,
890,17,16,16,25,40,6527,172,211,
891,17,16,15,25,39,6449,175,210,
892,17,16,16,25,40,6430,171,211,
893,17,16,16,25,40,6453,172,211,
894,17,16,16,25,40,6486,174,212,
895,17,16,16,25,40,6468,173,211,
896,17,16,16,25,40,6413,163,198,
897,15,15,15,24,38,6144,165,201,
898,16,15,15,24,38,6175,166,200,
899,16,15,15,24,38,6198,167,202,
900,16,15,15,24,37,6227,166,202,
901,16,15,15,24,38,6242,167,201,
902,16,15,15,24,38,6264,165,202,
903,16,15,15,24,37,6263,167,204,
904,16,15,15,24,37,6268,170,202,
905,16,15,15,24,38,6296,168,203,
906,16,15,15,24,37,6305,166,204,
907,16,15,15,24,38,6621,178,216,
908,17,17,16,26,40,6710,180,216,
909,17,16,16,26,40,6682,178,216,
910,17,16,16,26,40,6740,179,218,
911,17,16,16,26,40,6771,182,218,
912,17,16,16,26,40,6766,178,216,
913,17,16,16,26,41,6778,179,219,
914,17,16,16,26,40,6785,180,219,
915,17,17,16,26,41,6794,181,217,
916,17,16,16,26,41,6799,183,217,
917,17,16,16,26,41,6834,180,217,
918,17,16,16,26,41,6850,180,217,
919,17,16,16,26,41,6841,179,218,
920,17,17,16,26,41,6864,181,217,
921,17,16,16,26,41,6892,182,219,
922,17,16,16,26,40,6906,183,218,
923,17,16,16,26,41,6901,178,218,
924,17,16,16,26,42,6870,180,218,
925,17,16,16,26,41,6968,179,220,
926,18,16,16,26,41,6955,182,220,
927,17,16,16,26,41,6949,182,219,
928,18,16,16,27,41,6990,180,219,
929,18,16,16,26,42,7000,183,220,
930,18,16,16,26,42,7016,180,219,
931,17,16,16,26,41,7013,180,221,
932,17,16,16,26,41,7034,183,222,
933,18,17,16,26,41,7060,180,221,
934,17,16,16,26,41,7082,185,221,
935,18,16,17,27,42,7089,184,221,
936,17,16,16,27,41,7088,183,222,
937,17,16,16,26,42,7146,185,221,
938,18,17,16,26,41,7166,183,222,
939,18,16,16,26,42,7143,183,223,
940,17,16,16,27,42,7163,186,222,
941,17,17,16,26,42,7279,181,222,
942,17,17,17,26,41,7192,186,223,
943,18,17,16,26,42,7211,185,223,
944,18,16,16,26,42,7229,184,224,
945,17,17,16,27,41,7241,187,225,
946,18,17,16,27,42,7284,188,225,
947,18,17,17,27,42,7297,186,224,
948,18,17,16,26,42,7314,187,224,
949,18,17,17,27,42,7268,184,225,
950,18,17,16,27,42,7286,184,224,
951,18,17,17,26,42,7299,187,225,
952,17,17,17,27,42,7322,184,226,
953,18,17,17,27,41,7346,189,227,
954,17,17,17,27,42,7333,187,225,
955,18,17,16,27,42,7355,188,228,
956,17,17,16,27,42,7424,185,227,
957,18,17,17,27,41,7017,178,216,
958,17,16,16,25,40,7059,179,216,
959,17,16,16,25,40,7105,178,217,
960,17,16,16,25,41,7102,179,217,
961,17,16,16,26,40,7129,181,219,
962,17,17,16,25,40,7159,180,219,
963,17,16,16,26,40,7166,180,220,
964,18,16,16,26,40,7229,180,219,
965,17,17,16,26,40,7205,181,219,
966,17,16,16,26,40,7203,182,221,
967,18,17,16,26,40,7243,182,220,
968,17,17,16,26,40,7258,182,221,
969,17,17,16,26,40,7352,183,224,
970,17,17,17,26,41,7306,183,222,
971,17,17,17,27,41,7302,181,221,
972,17,16,16,26,41,7323,184,223,
973,17,17,16,26,41,7352,184,223,
974,18,17,17,26,40,7371,183,222,
975,17,17,16,27,42,7390,186,223,
976,17,17,16,26,41,7400,186,224,
977,17,17,17,26,42,7404,184,221,
978,17,17,17,27,41,7418,185,223,
979,18,17,16,27,40,7421,184,222,
980,18,17,16,26,41,7456,185,224,
981,18,17,16,27,41,7473,185,223,
982,17,17,16,26,42,7482,186,225,
983,17,17,16,26,42,7490,185,225,
984,18,17,17,27,42,7527,185,225,
985,18,17,16,26,41,7653,187,227,
986,18,17,16,27,43,7602,185,225,
987,18,17,16,27,42,7599,187,230,
988,18,17,16,27,42,7616,188,227,
989,18,17,17,27,42,7610,188,227,
990,18,17,16,26,41,7635,188,226,
991,18,16,17,26,41,7649,187,226,
992,18,17,17,27,42,7650,187,227,
993,18,17,17,27,42,7674,188,229,
994,18,17,17,27,41,7796,197,239,
995,19,18,18,28,44,8120,199,238,
996,19,18,17,28,45,8157,202,240,
997,19,18,17,28,44,8133,198,238,
998,19,18,17,28,44,7619,188,224,
999,18,17,17,27,42,7662,186,226,
1000,18,17,16,26,42,7693,187,225,
1001,18,16,16,27,42,7688,188,225,
1002,18,17,16,26,42,7827,189,225,
1003,18,17,17,26,42,7756,188,318,
1004,17,17,16,27,42,7770,186,227,
1005,18,17,17,27,42,7791,192,226,
1006,18,17,17,26,42,7818,190,227,
1007,18,17,17,26,42,7809,189,227,
1008,18,17,16,26,42,7829,189,229,
1009,18,17,17,27,42,7840,190,227,
1010,18,18,17,27,42,7875,189,229,
1011,18,17,16,27,42,7940,199,242,
1012,19,18,17,29,45,8380,202,242,
1013,19,18,17,28,45,8397,202,243,
1014,19,18,18,28,45,8331,192,233,
1015,18,17,17,27,43,8033,192,235,
1016,18,17,17,28,43,8065,194,235,
1017,18,17,17,28,43,8059,193,236,
1018,18,18,17,27,44,8089,193,234,
1019,18,23,18,28,44,8078,189,232,
1020,18,17,18,28,44,8623,205,247,
1021,19,19,19,29,45,8561,205,245,
1022,20,18,18,28,46,8586,206,248,
1023,19,18,18,29,46,8590,203,248,
1024,19,18,18,29,45,8582,206,248,
1025,19,18,18,29,46,8643,203,263,
1026,19,19,18,29,45,8631,206,263,
1027,19,18,18,29,45,8651,207,263,
1028,19,20,17,28,43,8111,193,248,
1029,18,17,17,27,43,8179,196,250,
1030,19,17,17,27,43,8282,193,248,
1031,18,17,17,27,43,8243,195,249,
1032,18,17,17,27,43,8209,194,250,
1033,18,17,17,27,44,8198,194,250,
1034,19,18,17,27,43,8239,199,250,
1035,18,17,17,28,43,8263,197,249,
1036,18,17,18,32,43,8285,197,251,
1037,19,18,17,28,43,8295,194,251,
1038,18,18,17,28,43,8291,196,250,
1039,19,18,17,27,44,8346,196,251,
1040,19,17,17,27,43,8356,198,251,
1041,18,18,17,28,44,8398,198,251,
1042,18,17,18,28,43,8460,197,251,
1043,18,18,18,28,44,8614,211,267,
1044,20,19,18,29,47,8992,210,268,
1045,20,19,18,30,47,9015,212,269,
1046,20,19,19,31,46,9028,210,266,
1047,20,19,18,30,46,8916,199,254,
1048,18,18,18,28,44,8531,200,255,
1049,19,18,18,28,44,8543,199,255,
1050,19,18,18,28,44,8592,200,257,
1051,19,18,18,29,45,8593,199,256,
1052,19,18,18,29,45,8618,201,258,
1053,19,18,18,28,45,8617,202,257,
1054,19,18,18,29,44,8652,201,257,
1055,19,18,17,28,46,8662,201,258,
1056,19,18,18,28,44,8866,200,254,
1057,19,18,18,29,45,8672,201,254,
1058,19,18,17,28,44,8673,199,256,
1059,19,18,18,28,45,8688,200,257,
1060,19,18,18,29,45,8727,202,254,
1061,20,18,18,28,44,8755,201,257,
1062,19,18,18,29,44,8757,201,254,
1063,19,18,17,28,44,8763,203,257,
1064,19,18,18,30,45,8782,202,256,
1065,19,18,18,28,44,8882,206,261,
1066,19,19,18,29,45,8892,204,262,
1067,19,18,18,29,46,8915,208,261,
1068,19,18,18,29,46,8928,205,262,
1069,19,18,18,30,47,8935,204,262,
1070,19,18,18,29,46,8922,205,260,
1071,19,18,18,29,45,8950,204,260,
1072,19,18,18,29,45,9008,207,261,
1073,19,18,18,29,46,9018,206,262,
1074,19,19,18,29,46,9033,206,261,
1075,19,18,18,29,46,9049,205,263,
1076,19,18,18,29,46,9082,208,263,
1077,19,18,18,30,46,9074,206,262,
1078,19,18,18,28,46,9080,208,266,
1079,19,18,18,29,45,9119,208,263,
1080,19,18,19,29,46,9155,209,264,
1081,20,18,18,30,45,9150,208,263,
1082,19,19,19,30,46,9337,206,265,
1083,19,19,18,29,46,9195,209,264,
1084,20,19,18,30,47,9219,210,264,
1085,20,18,18,29,46,9221,209,265,
1086,19,19,19,30,46,9246,210,264,
1087,19,19,18,29,45,9240,208,266,
1088,19,18,18,30,46,9248,209,264,
1089,20,19,19,29,46,9365,208,268,
1090,20,19,19,30,47,9304,210,270,
1091,20,18,18,30,46,9335,213,267,
1092,19,19,19,30,47,9357,211,268,
1093,20,19,18,30,47,9378,210,268,
1094,20,19,18,30,46,9353,209,262,
1095,19,19,18,29,45,9277,208,262,
1096,19,19,18,29,46,9310,209,263,
1097,19,19,19,29,46,9348,210,265,
1098,19,18,19,29,46,9339,210,262,
1099,20,19,19,29,46,9359,209,264,
1100,19,19,19,30,45,9395,212,263,
1101,20,19,18,30,46,9383,209,265,
1102,20,19,19,29,46,9892,225,281,
1103,21,20,19,31,49,9922,210,262,
1104,20,18,18,30,46,9412,211,267,
1105,20,19,19,30,46,9470,212,264,
1106,20,19,19,30,46,9837,227,284,
1107,21,20,20,31,49,10128,222,281,
1108,21,19,19,31,49,10154,205,261,
1109,19,18,18,30,46,9484,211,264,
1110,20,19,19,30,46,9538,211,265,
1111,20,19,18,30,47,9562,212,266,
1112,19,19,19,31,47,9584,215,271,
1113,20,19,19,30,47,9769,213,266,
1114,20,19,19,30,47,9591,213,269,
1115,20,19,19,30,46,9636,212,266,
1116,20,19,19,30,47,9651,212,267,
1117,20,19,19,30,47,9677,215,268,
1118,20,19,19,30,47,9685,215,268,
1119,20,19,19,29,46,9734,215,269,
1120,20,19,19,30,47,9765,217,271,
1121,20,20,19,31,47,9759,215,268,
1122,20,19,19,30,47,9792,213,269,
1123,20,19,19,30,47,10178,230,288,
1124,22,20,20,32,50,10447,231,286,
1125,22,20,20,33,51,10455,230,285,
1126,22,20,19,32,50,10427,231,286,
1127,21,20,20,32,50,10405,210,263,
1128,19,19,19,30,47,9840,213,268,
1129,20,20,19,32,49,10491,228,285,
1130,22,20,20,32,51,10496,230,286,
1131,22,20,20,32,50,10501,228,284,
1132,21,20,20,32,51,10156,217,268,
1133,20,19,19,30,47,10002,217,269,
1134,20,19,19,30,47,9951,218,271,
1135,20,19,19,30,48,9966,217,270,
1136,20,19,19,30,47,10015,217,271,
1137,20,19,19,30,48,10386,232,287,
1138,21,20,20,32,51,10650,229,287,
1139,22,20,20,32,50,10610,233,287,
1140,22,20,20,32,52,10621,230,289,
1141,22,20,20,32,51,10626,231,287,
1142,22,20,20,32,51,10639,230,287,
1143,22,20,20,32,52,10647,233,287,
1144,21,20,20,32,50,10683,232,288,
1145,21,20,20,32,52,10682,233,288,
1146,22,20,20,32,51,10696,231,288,
1147,21,21,20,32,51,10365,222,276,
1148,21,20,19,31,48,10221,219,275,
1149,20,19,19,31,48,10246,220,277,
1150,20,20,20,30,48,10324,222,277,
1151,21,19,19,31,48,10292,223,279,
1152,21,19,19,31,49,10337,221,278,
1153,21,19,19,32,48,10320,221,279,
1154,20,19,19,31,48,10348,223,280,
1155,20,20,19,31,48,10811,233,292,
1156,22,21,20,33,52,10900,234,293,
1157,21,21,20,33,51,10907,231,293,
1158,22,21,20,33,51,10906,235,294,
1159,22,20,20,33,51,10946,235,293,
1160,21,20,20,33,52,10976,234,293,
1161,21,21,20,33,51,10901,234,292,
1162,21,20,20,33,52,10962,235,294,
1163,22,20,20,33,51,10896,221,276,
1164,20,19,19,31,48,10394,220,277,
1165,20,20,19,31,49,10421,222,277,
1166,20,19,19,31,49,10412,222,276,
1167,20,19,19,31,49,10452,223,278,
1168,21,20,19,31,49,10513,222,277,
1169,21,19,19,31,49,10539,224,279,
1170,21,20,19,31,49,10590,224,278,
1171,21,20,20,31,49,10593,225,280,
1172,21,20,19,32,49,10813,237,295,
1173,22,21,20,33,52,10753,226,279,
1174,21,19,19,31,50,10640,225,279,
1175,21,20,19,31,49,10627,227,279,
1176,21,20,19,31,49,10693,226,279,
1177,21,20,19,31,49,10783,226,280,
1178,21,20,20,31,49,10748,228,283,
1179,21,20,20,32,49,10836,229,281,
1180,22,20,20,31,50,10917,226,281,
1181,22,20,20,31,49,10797,228,282,
1182,21,20,20,31,50,10840,227,281,
1183,21,20,20,32,49,10859,226,283,
1184,21,20,20,32,49,10864,229,281,
1185,21,20,20,32,50,10905,228,284,
1186,21,20,20,32,50,10976,234,290,
1187,21,20,20,32,51,11064,233,288,
1188,21,20,20,33,51,11437,242,301,
1189,23,21,20,34,53,11559,241,302,
1190,23,22,21,34,53,11787,241,309,
1191,24,22,21,34,55,11906,238,298,
1192,22,21,21,35,53,11722,241,297,
1193,21,21,21,34,53,11934,247,304,
1194,23,22,21,34,52,11895,250,309,
1195,24,22,22,34,55,12375,250,326,
1196,23,22,21,36,55,11942,248,310,
1197,23,21,21,35,54,11925,247,309,
1198,23,22,22,35,55,12067,252,318,
1199,23,23,21,36,55,12023,249,309,
1200,23,22,22,35,55,11960,248,308,
1201,23,22,22,34,54,11882,232,286,
1202,21,21,20,32,50,11251,233,289,
1203,21,20,20,32,50,11271,234,290,
1204,21,21,20,33,51,11289,231,290,
1205,22,21,21,32,51,11275,232,288,
1206,22,21,20,32,50,11289,233,289,
1207,22,20,20,32,51,11314,245,291,
1208,21,21,20,32,51,11347,233,289,
1209,22,20,20,32,50,11383,233,292,
1210,21,20,21,32,51,11384,233,293,
1211,22,20,21,33,52,11531,237,295,
1212,22,21,21,33,52,11597,241,296,
1213,22,21,20,33,52,11613,238,294,
1214,21,21,21,33,52,11603,239,296,
1215,22,21,21,33,52,11632,238,296,
1216,22,20,21,33,51,11652,240,296,
1217,22,21,20,33,52,11651,232,291,
1218,21,20,21,32,52,11502,236,294,
1219,21,20,20,32,50,11636,236,295,
1220,21,21,21,33,50,11560,237,294,
1221,22,21,20,32,53,11571,237,292,
1222,22,20,21,32,51,11610,238,294,
1223,22,21,21,32,51,12141,254,311,
1224,23,23,22,35,54,12345,250,312,
1225,24,22,22,35,55,12352,252,310,
1226,23,22,21,34,55,12336,253,312,
1227,23,22,21,34,55,12338,251,310,
1228,23,22,22,34,54,12420,254,308,
1229,23,22,22,35,55,12400,252,310,
1230,23,22,21,35,55,12381,253,311,
1231,23,22,21,34,54,12372,253,309,
1232,23,22,21,34,55,12453,255,314,
1233,23,22,21,35,55,12419,253,313,
1234,23,23,21,35,55,12176,253,311,
1235,23,22,22,35,54,12505,251,314,
1236,23,23,22,34,55,12526,251,312,
1237,23,22,22,34,55,12250,240,298,
1238,22,21,21,33,52,11923,242,300,
1239,22,21,21,34,53,12010,246,299,
1240,22,21,21,34,52,12033,245,301,
1241,23,21,21,34,53,11977,238,295,
1242,22,21,20,33,52,11928,254,313,
1243,23,21,21,33,52,12646,256,314,
1244,23,22,22,35,55,12397,238,295,
1245,22,21,20,34,52,11980,241,295,
1246,22,21,20,33,52,12068,244,296,
1247,22,21,21,33,53,12034,241,296,
1248,22,21,21,33,52,12215,245,302,
1249,23,21,21,33,53,12285,247,303,
1250,23,21,21,34,53,12245,249,302,
1251,23,21,21,34,53,12262,248,305,
1252,22,21,21,35,53,12394,248,303,
1253,23,21,21,35,54,12835,260,317,
1254,24,23,22,35,56,12958,258,318,
1255,24,23,23,35,56,12966,256,318,
1256,24,23,22,35,56,12935,257,317,
1257,23,22,22,36,56,12959,258,316,
1258,24,22,22,35,56,12385,245,302,
1259,23,21,21,34,53,12379,246,305,
1260,23,21,21,35,53,12420,244,306,
1261,22,22,21,34,53,12423,246,305,
1262,23,22,21,34,52,12443,249,306,
1263,22,22,22,34,54,12460,248,306,
1264,22,21,21,34,54,12521,248,304,
1265,23,21,21,34,54,12541,245,306,
1266,22,22,21,34,54,12551,248,307,
1267,23,22,21,34,54,12638,250,308,
1268,22,22,21,34,54,12685,247,309,
1269,23,22,22,35,53,12615,251,307,
1270,23,21,21,35,54,12598,248,307,
1271,23,21,21,34,54,12695,256,309,
1272,23,22,21,35,54,12686,250,308,
1273,23,22,22,34,55,12746,249,310,
1274,23,22,21,35,55,12761,253,309,
1275,23,21,22,35,55,12931,263,322,
1276,24,23,22,36,57,13373,261,325,
1277,24,23,22,36,57,13397,265,323,
1278,24,23,22,36,57,13395,260,324,
1279,24,22,22,36,57,13416,261,323,
1280,24,23,22,36,57,13414,266,323,
1281,24,23,22,36,57,13448,264,329,
1282,24,23,22,36,57,13299,251,309,
1283,22,22,21,34,54,12720,249,310,
1284,23,22,21,34,54,12792,251,310,
1285,23,22,21,34,54,12856,252,315,
1286,23,22,22,35,55,12949,253,317,
1287,23,22,21,35,55,12993,254,316,
1288,23,22,22,36,54,12973,253,315,
1289,23,22,21,35,54,13044,254,316,
1290,24,22,22,35,56,13060,255,316,
1291,24,22,22,36,55,13045,254,317,
1292,23,22,22,36,55,13086,255,316,
1293,23,22,22,35,55,13134,254,313,
1294,23,22,21,35,55,12973,253,309,
1295,23,22,22,34,54,12973,251,310,
1296,23,22,21,35,54,12982,253,314,
1297,23,22,21,35,54,13160,252,313,
1298,23,22,22,35,54,13093,252,312,
1299,23,22,22,35,54,13098,254,313,
1300,23,22,22,35,56,13155,260,330,
1301,25,24,23,37,58,14044,271,336,
1302,25,24,23,37,58,14025,270,335,
1303,25,24,24,38,58,14033,271,332,
1304,25,24,23,37,57,14005,269,333,
1305,24,23,23,37,58,14028,272,334,
1306,25,23,23,37,58,13999,266,333,
1307,25,23,23,37,58,14589,321,389,
1308,23,23,23,36,55,13758,258,321,
1309,23,23,22,35,56,13673,271,331,
1310,25,23,23,37,58,13847,250,310,
1311,23,22,22,35,55,13296,259,316,
1312,23,23,22,35,55,13370,256,314,
1313,23,22,22,34,55,13338,256,314,
1314,24,22,22,35,55,13375,255,314,
1315,24,23,22,36,55,13399,257,315,
1316,23,22,22,36,55,13377,257,317,
1317,24,23,22,35,55,13683,267,333,
1318,24,23,22,37,57,13554,258,321,
1319,23,22,22,35,56,13482,258,317,
1320,24,23,22,35,55,13479,259,317,
1321,23,23,22,36,55,13516,260,317,
1322,24,23,22,35,55,14279,275,341,
1323,25,24,24,38,58,14480,275,339,
1324,25,24,24,38,59,14470,276,337,
1325,25,24,24,38,59,14490,277,337,
1326,25,24,23,38,59,14474,275,337,
1327,25,24,23,38,59,14509,276,336,
1328,25,24,23,38,59,14555,274,340,
1329,25,24,24,38,59,14502,273,338,
1330,25,24,23,38,61,14546,276,336,
1331,25,24,23,38,59,14136,262,323,
1332,24,23,23,36,57,14119,261,323,
1333,24,23,22,36,55,13808,261,322,
1334,23,22,22,36,57,13949,261,323,
1335,23,23,22,35,57,13880,264,322,
1336,24,22,22,35,57,13926,264,324,
1337,24,22,23,36,56,13925,261,326,
1338,24,22,23,36,56,13958,265,325,
1339,24,22,23,36,56,13952,266,324,
1340,24,23,22,36,56,13993,262,326,
1341,24,23,22,36,57,14049,263,325,
1342,24,23,22,36,57,14056,265,328,
1343,24,23,23,37,56,14093,264,327,
1344,24,23,23,36,58,14071,265,327,
1345,24,23,23,36,56,14100,263,330,
1346,24,22,23,36,56,14208,270,330,
1347,24,24,22,37,57,14200,266,329,
1348,24,23,23,36,56,14223,269,331,
1349,25,23,24,37,57,14252,266,330,
1350,24,23,23,37,57,14220,265,330,
1351,24,23,23,37,56,14350,279,345,
1352,25,24,24,38,60,14310,281,344,
1353,25,24,24,38,60,14326,268,329,
1354,24,23,23,36,58,14312,269,332,
1355,24,23,23,36,58,14397,268,331,
1356,24,23,23,37,58,14383,268,331,
1357,25,23,22,37,58,14374,268,329,
1358,24,23,23,36,57,14864,286,354,
1359,26,25,25,40,63,14493,268,330,
1360,24,23,23,37,58,14414,267,328,
1361,24,23,23,37,58,14397,267,329,
1362,24,23,23,37,57,14447,270,331,
1363,24,23,23,37,58,14505,267,329,
1364,24,23,23,36,57,14603,273,333,
1365,24,23,24,37,58,14688,271,333,
1366,25,23,24,37,58,14641,271,334,
1367,24,23,23,37,59,14723,272,335,
1368,24,23,23,37,58,14722,272,335,
1369,25,23,23,38,58,15352,288,352,
1370,25,24,24,39,61,15559,287,349,
1371,26,25,25,39,61,15502,262,326,
1372,24,23,23,37,58,14710,273,334,
1373,25,23,23,38,58,14808,279,337,
1374,25,23,23,38,59,14851,273,338,
1375,25,23,23,37,58,14858,273,334,
1376,25,24,23,38,58,14857,271,337,
1377,25,23,23,37,59,14860,272,337,
