N,Linear,Sum,Product,Polynom,Polynom Horner,Bubble sort,Quick sort,Tim sort,Matrix product
339,6,6,6,9,14,888,56,65,
340,6,6,6,9,14,891,56,65,
341,6,6,6,9,15,895,56,66,
342,6,6,6,9,15,902,56,66,
343,7,6,6,9,15,906,56,66,
344,6,6,6,9,15,915,56,67,
345,6,6,6,10,15,915,57,66,
346,6,6,6,10,15,926,57,66,
347,7,6,6,9,15,930,57,67,
348,6,6,6,10,15,935,58,67,
349,7,6,6,10,15,943,58,66,
350,6,6,6,10,15,953,59,68,
351,7,6,6,10,15,951,59,67,
352,6,6,6,10,15,960,58,68,
353,7,6,6,10,15,972,58,69,
354,7,6,6,10,16,967,59,69,
355,7,6,6,10,15,968,59,68,
356,7,6,6,10,15,977,59,69,
357,7,6,6,10,16,990,60,68,
358,7,6,6,10,16,990,59,69,
359,7,6,6,10,15,998,60,69,
360,6,6,6,10,15,1004,60,69,
361,7,6,6,10,16,1007,60,69,
362,6,6,6,10,16,1012,60,70,
363,6,6,6,10,15,1110,63,77,
364,8,10,6,18,22,1102,65,81,
365,7,6,6,10,16,1097,72,73,
366,8,7,6,10,16,1097,62,76,
367,10,7,6,10,18,1106,68,74,
368,8,7,6,10,16,1124,70,72,
369,7,7,6,10,19,1132,64,74,
370,7,6,6,12,23,1123,64,86,
371,7,7,7,14,16,1130,66,80,
372,7,7,6,11,17,1143,64,74,
373,9,9,6,10,16,1138,70,74,
374,7,7,7,10,16,1151,73,86,
375,7,7,7,11,17,1151,65,84,
376,8,7,11,11,17,1142,75,75,
377,8,8,6,11,16,1167,67,86,
378,7,7,6,11,17,1183,74,76,
379,7,7,7,14,21,1175,75,76,
380,8,8,9,12,16,1178,70,77,
381,7,7,7,11,21,1190,65,86,
382,8,7,7,11,18,1254,71,90,
383,8,8,7,11,18,1275,70,84,
384,8,9,10,12,18,1265,80,83,
385,8,9,7,13,18,1279,76,86,
386,8,7,7,15,27,1290,72,85,
387,8,8,10,13,18,1293,78,87,
388,8,8,8,11,19,1305,71,86,
389,8,7,8,17,18,1305,72,86,
390,12,8,8,12,18,1319,72,85,
391,8,8,10,15,18,1318,72,86,
392,8,8,8,17,23,1297,80,86,
393,8,7,8,12,18,1331,73,86,
394,9,9,7,11,19,1340,72,94,
395,7,8,7,12,19,1357,73,87,
396,8,8,7,14,25,1351,72,87,
397,9,10,7,12,19,1292,66,78,
398,7,7,7,11,24,1258,79,82,
399,7,7,7,11,17,1278,68,81,
400,8,7,7,13,21,1274,69,92,
401,7,7,7,11,17,1288,69,82,
402,7,7,7,11,17,1343,77,93,
403,8,8,8,13,19,1417,74,88,
404,8,8,7,12,24,1403,75,86,
405,8,8,8,12,23,1392,72,89,
406,8,8,8,12,19,1388,74,90,
407,15,8,8,12,19,1401,74,90,
408,8,8,8,13,19,1416,74,89,
409,8,8,8,12,23,1419,76,101,
410,8,8,9,12,19,1425,74,89,
411,8,7,11,19,19,1422,76,88,
412,9,8,8,12,19,1434,76,89,
413,8,7,8,12,19,1435,75,89,
414,8,8,8,12,19,1442,82,87,
415,7,7,7,11,18,1436,77,90,
416,8,8,7,12,19,1449,80,90,
417,8,8,8,12,19,1448,78,90,
418,8,8,8,12,19,1466,75,90,
419,8,8,8,12,20,1461,76,90,
420,8,8,8,12,19,1467,76,91,
421,8,8,8,12,20,1485,79,93,
422,9,7,7,12,19,1531,79,93,
423,9,8,8,14,28,1469,79,106,
424,8,8,8,14,29,1585,82,100,
425,10,8,9,15,23,1656,87,99,
426,8,8,9,13,21,1615,86,98,
427,9,9,8,13,21,1564,80,92,
428,9,8,8,13,20,1539,81,92,
429,9,8,8,12,20,1553,81,94,
430,8,9,9,13,20,1592,82,97,
431,9,8,8,13,21,1606,82,97,
432,9,8,8,14,21,1617,82,96,
433,9,8,8,13,20,1591,81,93,
434,9,8,10,22,22,1582,81,94,
435,9,9,9,13,20,1586,81,94,
436,9,8,8,13,20,1585,81,94,
437,9,8,8,13,20,1585,78,94,
438,8,8,8,13,20,1497,76,90,
439,8,8,7,12,19,1534,77,90,
440,9,8,8,12,20,1529,78,91,
441,8,8,7,13,19,1542,77,90,
442,8,8,8,12,19,1559,78,91,
443,8,8,8,12,19,1567,78,93,
444,8,8,8,13,20,1573,77,92,
445,8,8,8,14,20,1569,77,95,
446,8,8,8,12,19,1592,78,92,
447,8,8,8,13,20,1583,78,93,
448,8,8,8,13,19,1596,79,95,
449,8,8,8,13,21,1606,79,95,
450,9,8,8,13,20,1603,79,96,
451,9,8,8,13,20,1567,76,94,
452,8,8,8,12,19,1682,82,98,
453,9,8,8,13,21,1708,84,100,
454,9,8,8,13,21,1722,83,100,
455,9,8,8,13,21,1725,84,100,
456,9,8,8,13,21,1733,83,101,
457,9,8,8,13,21,1739,85,100,
458,9,9,9,13,21,1753,84,102,
459,9,8,8,13,21,1758,84,100,
460,9,8,9,14,21,1766,85,101,
461,9,8,8,14,21,1768,87,99,
462,9,9,9,13,21,1768,84,100,
463,9,8,8,14,21,1770,86,101,
464,9,9,9,14,21,1785,85,99,
465,9,8,9,13,21,1785,85,102,
466,10,8,8,14,22,1796,86,101,
467,9,8,8,13,21,1805,85,102,
468,9,9,8,13,22,1804,86,102,
469,9,9,9,14,22,1829,84,102,
470,9,9,9,14,21,1820,85,102,
471,9,9,9,14,22,1833,88,103,
472,9,9,9,14,22,1840,85,103,
473,9,9,8,14,22,1850,88,104,
474,9,9,9,14,22,1853,89,104,
475,9,9,9,14,22,1862,88,103,
476,9,9,9,14,22,1858,87,104,
477,9,9,9,14,22,1872,87,103,
478,9,9,9,14,22,1883,88,105,
479,9,9,9,14,21,1898,87,105,
480,9,9,9,14,22,1899,88,104,
481,9,9,9,14,22,1914,88,104,
482,9,9,9,14,22,1910,89,105,
483,9,9,9,14,22,1929,90,106,
484,9,9,9,14,22,1919,89,104,
485,9,9,9,14,22,1939,88,106,
486,9,9,9,14,22,1948,90,106,
487,9,9,9,14,22,1952,89,104,
488,10,9,9,14,22,1946,90,106,
489,9,9,9,14,22,1964,89,105,
490,9,9,9,15,22,1972,89,107,
491,10,9,9,14,22,1964,90,108,
492,9,9,9,15,22,1996,90,107,
493,9,9,9,15,23,1992,91,108,
494,9,9,9,14,22,1998,90,106,
495,9,9,9,14,23,2002,90,106,
496,10,9,9,14,23,2007,92,107,
497,10,9,9,14,22,2016,91,106,
498,10,9,9,15,22,2021,92,106,
499,10,9,9,15,23,2028,92,107,
500,9,9,10,15,23,2053,92,108,
501,10,9,9,15,23,2058,92,109,
502,9,10,9,15,23,2079,92,110,
503,10,9,9,15,23,2061,92,109,
504,9,9,9,14,22,2081,93,109,
505,10,10,9,15,22,2083,93,109,
506,10,9,9,15,23,2086,93,109,
507,10,9,9,15,23,2023,88,106,
508,9,9,9,14,22,2015,87,106,
509,9,9,9,14,22,2075,93,111,
510,10,9,9,15,24,2124,86,100,
511,9,9,9,14,21,2002,89,106,
512,9,9,9,14,23,2042,89,107,
513,9,9,9,14,22,2055,90,116,
514,10,9,9,14,22,2051,90,115,
515,9,9,9,14,22,2061,91,116,
516,10,9,9,14,22,2078,91,115,
517,10,9,9,14,22,2091,91,116,
518,10,9,9,14,22,2090,91,116,
519,10,9,9,14,22,2095,91,117,
520,10,9,9,14,23,2113,91,116,
521,10,9,9,14,22,2119,92,116,
522,9,9,9,14,22,2131,92,117,
523,9,9,9,14,23,2130,93,116,
524,10,9,9,14,22,2198,94,121,
525,10,9,9,15,24,2250,97,121,
526,10,10,10,14,23,2260,97,122,
527,10,10,10,16,24,2268,98,121,
528,10,10,9,15,24,2272,96,122,
529,10,9,9,15,24,2283,97,121,
530,10,9,9,15,24,2290,97,123,
531,10,9,10,15,24,2297,99,121,
532,10,9,9,15,23,2300,97,122,
533,10,9,10,15,24,2315,96,124,
534,10,10,10,15,24,2327,98,122,
535,10,10,9,15,24,2340,99,122,
536,10,10,9,15,24,2336,98,122,
537,11,10,9,15,24,2349,99,122,
538,10,10,10,15,24,2358,97,124,
539,10,10,9,15,24,2374,98,124,
540,10,10,10,15,24,2364,97,123,
541,10,10,9,15,24,2371,99,123,
542,10,10,10,15,24,2392,98,124,
543,10,10,10,15,24,2395,101,123,
544,10,10,10,15,25,2396,102,124,
545,10,10,10,15,24,2412,99,124,
546,10,10,10,16,24,2424,100,124,
547,10,10,10,16,24,2437,100,123,
548,10,10,10,16,24,2452,101,125,
549,10,10,10,16,24,2456,99,124,
550,11,10,10,16,24,2538,103,125,
551,11,10,10,16,25,2479,103,125,
552,10,10,10,16,25,2494,102,125,
553,10,10,10,16,25,2492,102,127,
554,10,10,10,16,24,2499,102,126,
555,10,10,10,16,25,2506,102,126,
556,10,10,10,16,25,2515,101,126,
557,11,10,10,16,25,2522,103,126,
558,10,10,10,16,25,2540,102,127,
559,10,10,10,16,25,2547,102,127,
560,11,10,10,16,25,2553,105,126,
561,11,10,10,16,25,2556,103,127,
562,11,10,14,15,24,2395,98,122,
563,10,10,10,15,24,2447,100,123,
564,10,10,10,15,24,2588,105,127,
565,11,10,10,16,25,2591,104,129,
566,11,10,10,16,25,2600,104,128,
567,11,10,10,16,25,2609,104,129,
568,11,10,10,16,25,2618,105,129,
569,11,10,10,16,26,2634,105,129,
570,11,10,10,16,25,2647,105,129,
571,11,10,10,16,26,2661,104,130,
572,11,10,10,16,25,2673,105,130,
573,11,10,11,16,26,2677,105,131,
574,11,10,10,16,25,2684,107,131,
575,11,10,10,16,26,2690,105,131,
576,11,11,10,16,26,2700,106,132,
577,11,10,10,17,26,2719,107,132,
578,11,10,10,16,26,2729,108,134,
579,11,10,10,16,26,2743,108,133,
580,11,10,10,16,26,2738,107,132,
581,11,10,10,16,26,2753,107,134,
582,11,10,10,17,26,2759,106,134,
583,11,10,10,16,26,2766,108,133,
584,11,10,10,16,26,2772,106,134,
585,11,10,10,17,26,2770,106,134,
586,11,10,10,17,26,2795,109,136,
587,11,11,11,17,27,2804,110,134,
588,11,10,10,17,26,2801,107,135,
589,11,11,10,17,27,2819,109,135,
590,11,11,10,17,26,2844,110,134,
591,11,10,10,17,26,2839,111,134,
592,11,11,10,17,26,2847,110,135,
593,11,11,10,17,27,2848,112,134,
594,11,11,10,17,26,2874,112,135,
595,11,11,11,17,27,2877,112,135,
596,12,11,11,17,26,2948,112,139,
597,12,11,11,17,27,2995,114,140,
598,12,11,11,18,28,3016,113,142,
599,12,11,12,18,29,3041,114,141,
600,12,11,11,18,28,3039,115,141,
601,12,11,11,18,27,2975,114,136,
602,12,11,11,17,27,2946,112,136,
603,11,11,11,17,27,2957,113,137,
604,12,11,11,17,27,2963,112,138,
605,12,11,11,17,28,2986,112,125,
606,11,10,11,17,26,2978,110,138,
607,12,11,11,17,27,2989,112,137,
608,12,11,11,17,28,3008,113,138,
609,12,11,11,17,27,3016,114,138,
610,12,10,11,17,27,3014,113,138,
611,12,11,11,17,27,2995,105,126,
612,11,10,10,17,26,2852,108,130,
613,11,10,10,16,26,2880,108,131,
614,11,10,10,16,26,2885,108,131,
615,11,11,10,16,26,2906,109,130,
616,11,10,10,16,26,2909,110,131,
617,11,10,10,16,26,2931,109,131,
618,11,10,10,16,26,2933,110,132,
619,11,11,10,16,26,2942,110,133,
620,11,11,10,17,26,2951,108,133,
621,11,11,10,17,26,2964,110,132,
622,11,11,10,16,26,2972,110,133,
623,11,11,10,17,26,2988,110,133,
624,11,11,10,16,26,2995,111,132,
625,11,11,10,17,26,3007,110,133,
626,11,10,11,17,27,3016,112,135,
627,11,11,11,17,26,3021,110,135,
628,12,11,11,17,26,3037,111,134,
629,11,11,11,17,26,3048,111,133,
630,11,11,10,17,27,3052,112,135,
631,11,11,11,18,26,3055,112,136,
632,11,11,11,17,26,3073,113,135,
633,11,11,10,17,27,3080,112,135,
634,11,11,10,17,26,3097,111,137,
635,12,11,11,17,27,3093,113,136,
636,12,11,10,16,27,3123,113,136,
637,11,11,11,17,27,3211,113,138,
638,11,11,11,17,28,3135,114,137,
639,12,11,11,17,27,3138,115,138,
640,11,11,11,17,27,3154,114,138,
641,11,11,11,18,27,3168,120,140,
642,12,13,11,18,27,3425,123,152,
643,12,12,12,18,29,3413,120,148,
644,11,11,11,17,27,3379,122,148,
645,12,12,11,18,29,3396,120,149,
646,12,12,12,18,29,3407,122,148,
647,12,12,11,18,29,3429,122,151,
648,13,12,12,18,29,3410,123,149,
649,13,12,11,19,30,3437,124,150,
650,13,12,12,18,31,3458,123,150,
651,13,12,12,18,29,3462,124,151,
652,12,12,12,18,29,3457,125,151,
653,12,12,12,18,29,3462,122,152,
654,12,11,12,19,29,3501,124,150,
655,12,12,11,19,29,3496,124,149,
656,13,11,12,19,29,3484,122,151,
657,13,12,12,19,29,3530,123,152,
658,13,12,11,19,30,3542,124,151,
659,13,12,11,19,30,3529,125,151,
660,13,12,12,18,30,3553,122,153,
661,12,12,12,19,30,3568,124,153,
662,13,12,12,19,30,3558,116,137,
663,11,11,11,18,28,3359,117,143,
664,12,12,11,18,28,3384,119,142,
665,12,11,11,18,28,3397,119,145,
666,12,11,11,18,28,3411,118,144,
667,12,12,11,18,28,3423,119,143,
668,12,12,11,18,28,3548,125,152,
669,13,12,12,19,29,3640,126,152,
670,13,12,12,19,30,3649,128,152,
671,13,12,12,19,30,3659,126,153,
672,12,12,12,19,29,3655,125,153,
673,12,12,11,19,30,3682,126,154,
674,13,12,12,18,30,3685,127,155,
675,13,12,12,19,30,3713,127,154,
676,13,12,12,19,30,3736,127,154,
677,13,12,12,19,30,3717,126,155,
678,13,12,12,19,30,3734,126,154,
679,13,12,12,19,30,3739,128,155,
680,13,12,12,19,30,3763,127,155,
681,13,12,12,19,30,3777,131,155,
682,13,12,12,19,30,3785,129,155,
683,13,12,12,19,31,3786,129,156,
684,13,12,12,19,30,3805,131,155,
685,13,12,12,19,30,3818,129,156,
686,13,12,12,19,30,3825,129,155,
687,13,12,12,19,31,3819,128,155,
688,13,12,12,19,31,3836,128,156,
689,13,12,12,19,31,3842,129,158,
690,13,12,12,20,31,3864,129,157,
691,13,12,12,20,31,3847,128,158,
692,13,12,13,20,31,3871,130,158,
693,13,12,12,20,31,3855,129,159,
694,13,13,13,20,31,3899,130,159,
695,13,13,12,20,31,3901,132,160,
696,13,12,13,20,31,3931,131,159,
697,13,13,12,20,31,3812,126,151,
698,12,12,12,19,29,3774,125,153,
699,12,12,12,19,30,3807,127,154,
