N,Linear,Sum,Product,Polynom,Polynom Horner,Bubble sort,Quick sort,Tim sort,Matrix product
1752,31,30,30,51,77,25783,376,454,
1753,29,30,31,51,77,25789,380,454,
1754,31,30,31,52,77,25935,379,455,
1755,31,30,30,51,76,25945,379,454,
1756,43,36,30,53,78,25241,361,434,
1757,28,29,29,49,73,24694,365,435,
1758,29,29,29,49,73,24944,367,438,
1759,29,29,29,50,74,24795,358,449,
1760,30,30,30,52,78,26080,385,458,
1761,31,30,31,52,77,26128,377,456,
1762,30,30,31,51,77,25987,380,457,
1763,30,29,31,51,76,26007,378,457,
1764,30,30,30,52,78,26028,379,455,
1765,30,31,30,52,76,26052,380,456,
1766,30,30,30,51,77,26060,381,457,
1767,30,30,31,50,77,26061,379,456,
1768,30,30,30,51,77,26034,379,457,
1769,29,30,30,52,77,24934,363,432,
1770,29,28,29,50,74,24834,364,436,
1771,29,29,29,49,73,24936,364,439,
1772,29,29,30,50,76,25017,366,439,
1773,29,29,29,50,75,25049,366,438,
1774,29,29,29,50,73,25042,364,438,
1775,29,29,29,50,77,25085,365,441,
1776,29,29,29,49,75,25222,369,441,
1777,29,29,29,51,77,26029,387,464,
1778,31,31,31,53,79,26684,388,464,
1779,31,31,31,52,79,26764,353,432,
1780,29,28,29,51,77,25937,365,438,
1781,30,29,29,50,75,25353,369,444,
1782,29,29,29,50,76,25388,367,444,
1783,29,30,28,48,73,25487,371,446,
1784,29,29,29,50,75,25561,374,447,
1785,29,30,29,50,75,25520,371,445,
1786,29,29,29,50,75,25626,371,446,
1787,29,29,29,50,76,26171,377,449,
1788,30,30,30,51,76,26464,391,467,
1789,31,31,31,53,79,27127,389,466,
1790,31,31,31,53,79,27047,392,465,
1791,31,31,31,53,79,26146,372,448,
1792,30,29,30,49,75,26996,390,468,
1793,31,31,31,52,78,27072,386,472,
1794,31,31,31,53,79,27074,393,471,
1795,31,31,31,53,79,27166,393,474,
1796,31,30,31,53,80,27229,391,475,
1797,31,30,31,54,79,27377,392,474,
1798,31,31,31,53,80,28742,395,486,
1799,32,31,33,54,81,26207,369,453,
1800,30,29,29,50,75,25900,370,453,
1801,29,29,30,52,76,26631,394,476,
1802,31,31,31,53,80,27390,393,473,
1803,31,31,31,52,79,27432,391,472,
1804,31,31,31,53,79,27318,391,474,
1805,31,31,31,52,79,27370,392,471,
1806,31,31,31,53,79,26753,393,471,
1807,32,31,32,53,79,27424,391,471,
1808,30,31,32,53,78,27418,392,472,
1809,31,31,31,52,80,26184,372,448,
1810,30,29,29,51,75,26058,374,451,
1811,30,30,29,50,76,26073,374,450,
1812,29,29,30,52,75,27273,394,475,
1813,32,31,31,53,80,27810,399,477,
1814,33,31,31,54,80,27773,392,474,
1815,31,32,31,54,79,27618,392,473,
1816,31,31,32,58,79,27629,393,476,
1817,31,31,32,53,79,27699,399,476,
1818,32,31,32,54,79,27669,394,475,
1819,31,31,31,53,79,27715,397,475,
1820,31,31,31,53,79,27717,398,476,
1821,31,31,31,53,79,27701,398,472,
1822,31,31,31,53,79,27693,399,477,
1823,31,31,31,53,79,27361,375,451,
1824,30,30,30,51,77,26434,375,451,
1825,30,30,30,51,76,26529,375,455,
1826,30,30,30,51,76,27730,396,476,
1827,32,31,32,54,80,28059,394,475,
1828,31,31,32,53,80,28138,403,482,
1829,32,31,31,53,80,28140,398,478,
1830,31,31,31,53,80,28407,404,485,
1831,32,32,32,54,83,29592,412,494,
1832,32,32,32,54,83,28858,385,462,
1833,30,30,30,52,77,27079,383,464,
1834,30,30,30,53,78,27076,385,462,
1835,30,30,30,52,77,27052,381,461,
1836,30,30,30,52,77,27049,380,459,
1837,31,30,30,51,77,27032,380,461,
1838,30,30,30,53,77,28752,401,487,
1839,32,32,32,58,76,28669,403,484,
1840,32,32,32,54,82,28673,404,481,
1841,32,32,32,54,82,28628,402,486,
1842,32,32,32,54,81,28567,402,487,
1843,32,32,32,54,81,28460,401,482,
1844,31,32,32,55,82,28528,403,485,
1845,32,31,32,54,81,28551,401,483,
1846,32,32,31,54,80,28504,399,481,
1847,32,31,31,54,80,27458,380,455,
1848,30,30,30,51,76,27226,383,464,
1849,30,30,31,52,77,27453,386,467,
1850,30,30,31,52,78,27908,382,462,
1851,30,30,30,51,78,27572,397,480,
1852,32,31,35,56,85,27841,381,464,
1853,31,32,32,55,81,29227,408,492,
1854,34,32,32,55,82,28956,390,470,
1855,30,30,30,52,78,27834,391,470,
1856,30,30,30,52,78,28037,409,492,
1857,33,32,32,56,83,30014,393,484,
1858,31,31,31,53,79,28983,407,494,
1859,32,32,32,56,83,29537,409,494,
1860,33,33,35,56,83,29463,409,493,
1861,32,32,32,56,83,29467,412,492,
1862,33,32,33,58,91,28864,395,487,
1863,31,31,31,52,79,28789,410,488,
1864,32,32,32,54,82,29404,407,491,
1865,33,32,32,55,85,28211,385,463,
1866,33,30,30,52,79,27960,386,485,
1867,31,30,31,51,78,29366,407,489,
1868,32,32,32,55,82,29421,405,465,
1869,29,30,36,52,78,28299,393,486,
1870,31,31,32,53,79,28345,394,471,
1871,31,30,31,52,79,29205,409,490,
1872,32,32,32,55,82,29613,409,502,
1873,33,33,33,56,82,28901,398,473,
1874,31,31,31,53,79,28617,412,493,
1875,33,33,32,55,83,29852,416,493,
1876,33,32,32,56,83,29770,411,492,
1877,32,32,33,55,83,29730,423,491,
1878,32,32,32,55,83,29680,411,491,
1879,32,32,32,54,81,29304,393,489,
1880,31,31,31,53,79,28639,397,476,
1881,35,30,30,53,80,29638,413,492,
1882,32,32,33,55,89,29994,412,493,
1883,32,32,33,56,83,29915,413,494,
1884,33,32,36,56,84,29942,413,494,
1885,32,33,33,55,82,30024,411,495,
1886,35,32,32,56,84,30121,413,495,
1887,33,33,32,54,82,30174,413,509,
1888,32,33,32,55,84,30147,415,493,
1889,32,32,32,56,84,30116,420,495,
1890,33,32,33,55,83,30195,412,494,
1891,32,33,36,57,85,29837,399,475,
1892,31,31,31,53,79,28899,397,475,
1893,31,31,31,53,80,29030,397,494,
1894,31,31,32,54,80,29097,400,480,
1895,31,31,31,53,80,29121,402,478,
1896,31,31,31,53,80,30258,418,496,
1897,33,32,33,55,84,30586,416,498,
1898,35,33,33,55,86,30455,391,468,
1899,31,31,31,54,79,29120,396,481,
1900,34,31,32,54,80,29283,403,482,
1901,31,32,32,54,80,29807,418,503,
1902,33,33,38,57,85,30806,418,501,
1903,33,32,35,57,83,30790,419,504,
1904,33,33,33,56,84,30766,416,513,
1905,33,33,33,55,84,29760,397,477,
1906,31,31,31,54,80,29142,396,477,
1907,31,31,33,53,80,29163,400,482,
1908,31,31,31,53,80,29207,398,482,
1909,32,31,30,53,80,29746,405,499,
1910,32,32,33,55,82,29794,405,484,
1911,31,31,32,58,86,29858,405,497,
1912,31,31,32,54,81,29933,410,484,
1913,31,32,32,56,80,29907,411,490,
1914,32,32,32,54,81,30539,420,507,
1915,34,33,33,65,85,30633,402,488,
1916,32,32,33,54,81,29809,400,484,
1917,34,31,32,54,80,29538,403,492,
1918,31,31,32,54,81,29528,399,482,
1919,31,31,35,55,81,29780,408,488,
1920,32,33,32,55,81,30209,405,489,
1921,37,32,33,56,81,30276,407,492,
1922,32,31,32,54,81,30314,417,492,
1923,33,32,33,55,81,30282,409,491,
1924,31,32,32,55,90,30793,425,516,
1925,33,33,33,56,86,31609,428,515,
1926,34,33,33,58,84,33187,396,491,
1927,32,32,32,55,81,31804,430,520,
1928,34,34,35,58,88,32068,429,518,
1929,33,34,33,57,87,31888,433,519,
1930,34,34,33,58,86,31824,427,516,
1931,33,33,34,57,86,31781,428,512,
1932,34,33,33,57,86,31359,405,496,
1933,31,31,32,54,82,29958,405,479,
1934,32,33,33,57,84,31769,426,509,
1935,34,33,33,57,85,31743,398,480,
1936,31,32,32,54,81,30005,402,487,
1937,35,32,32,55,82,30154,403,491,
1938,32,32,32,54,81,30120,407,507,
1939,32,32,32,54,82,30333,408,493,
1940,33,32,32,55,82,30389,409,491,
1941,32,32,32,55,82,30411,413,495,
1942,33,35,32,56,84,31006,412,498,
1943,32,32,32,56,83,30962,412,494,
1944,33,32,33,59,87,34390,471,575,
1945,40,37,39,64,91,31440,416,495,
1946,33,32,32,61,85,32501,437,519,
1947,34,34,35,60,88,32405,429,516,
1948,34,36,34,59,87,32065,430,517,
1949,34,37,36,60,87,32454,429,523,
1950,39,34,35,58,86,32061,407,494,
1951,34,33,32,54,82,30669,407,492,
1952,32,32,32,55,82,30712,409,497,
1953,31,32,32,56,82,31437,421,513,
1954,34,34,34,58,87,32047,425,504,
1955,33,33,33,55,83,31307,415,499,
1956,36,33,34,56,84,32132,434,520,
1957,37,34,34,58,88,32562,433,539,
1958,34,34,34,58,87,31175,407,496,
1959,32,32,33,60,83,32017,434,521,
1960,34,34,34,59,83,32562,427,516,
1961,34,35,34,58,86,32308,418,499,
1962,33,35,33,57,83,31335,414,498,
1963,33,32,32,55,85,32350,431,517,
1964,34,34,34,58,94,32654,429,517,
1965,34,33,38,58,87,32628,434,519,
1966,36,34,34,58,90,31690,419,499,
1967,32,33,37,56,84,32290,436,518,
1968,34,37,32,53,80,31488,419,501,
1969,33,33,33,55,84,32895,432,521,
1970,34,36,34,58,88,32902,432,503,
1971,31,31,32,55,82,31131,412,497,
1972,32,32,33,62,83,31282,414,500,
1973,32,32,32,56,82,31375,418,500,
1974,32,32,32,55,83,32991,438,520,
1975,34,33,34,58,89,31951,420,501,
1976,33,33,33,55,83,32443,437,522,
1977,34,34,34,60,87,33295,442,521,
1978,34,34,37,58,88,33167,435,533,
1979,34,34,35,59,88,33125,443,522,
1980,34,34,34,58,87,33198,436,525,
1981,34,34,34,59,88,33217,436,528,
1982,34,34,34,59,88,33249,440,521,
1983,36,35,35,59,87,33237,451,526,
1984,37,34,34,59,87,33191,436,523,
1985,34,33,35,58,87,33185,438,529,
1986,34,34,34,58,87,33253,438,526,
1987,35,34,37,58,89,33480,454,532,
1988,34,34,34,62,93,33526,444,526,
1989,34,34,34,58,87,33551,443,526,
1990,34,34,35,60,88,33471,435,528,
1991,38,34,34,59,86,33366,452,527,
1992,34,34,35,58,86,33386,437,525,
1993,34,34,34,59,86,33406,425,511,
1994,33,34,34,58,94,34593,453,600,
1995,38,36,37,58,84,33881,442,535,
1996,34,34,35,58,87,33989,441,543,
1997,35,35,35,60,89,33810,444,529,
1998,35,35,35,59,89,33961,441,529,
1999,35,34,35,60,92,32890,420,504,
2000,34,37,32,56,84,32081,418,507,
